area_code,area,proc_code,proc
215,United Republic of Tanzania,p062,Grazing production
215,United Republic of Tanzania,p063,Cotton production
215,United Republic of Tanzania,p064,"Sugar production, non-centrifugal"
215,United Republic of Tanzania,p065,Sugar production
215,United Republic of Tanzania,p066,"Sweeteners production, Other"
215,United Republic of Tanzania,p067,Soyabean Oil extraction
215,United Republic of Tanzania,p068,Groundnut Oil extraction
215,United Republic of Tanzania,p069,Sunflowerseed Oil extraction
215,United Republic of Tanzania,p070,Rape and Mustard Oil extraction
215,United Republic of Tanzania,p071,Cottonseed Oil extraction
215,United Republic of Tanzania,p072,Palmkernel Oil extraction
215,United Republic of Tanzania,p073,Palm Oil production
215,United Republic of Tanzania,p074,Coconut Oil extraction
215,United Republic of Tanzania,p075,Sesameseed Oil extraction
215,United Republic of Tanzania,p076,Olive Oil extraction
215,United Republic of Tanzania,p077,Ricebran Oil extraction
215,United Republic of Tanzania,p078,Maize Germ Oil extraction
215,United Republic of Tanzania,p079,"Oilcrops Oil extraction, Other"
215,United Republic of Tanzania,p080,Wine production
215,United Republic of Tanzania,p081,Beer production
215,United Republic of Tanzania,p082,"Beverages production, Fermented"
215,United Republic of Tanzania,p083,"Beverages production, Alcoholic"
215,United Republic of Tanzania,p084,"Alcohol production, Non-Food"
215,United Republic of Tanzania,p085,Cattle husbandry
215,United Republic of Tanzania,p086,Buffaloes husbandry
215,United Republic of Tanzania,p087,Sheep husbandry
215,United Republic of Tanzania,p088,Goats husbandry
215,United Republic of Tanzania,p089,Pigs farming
215,United Republic of Tanzania,p090,Poultry Birds farming
215,United Republic of Tanzania,p091,Horses husbandry
215,United Republic of Tanzania,p092,Asses husbandry
215,United Republic of Tanzania,p093,Mules husbandry
215,United Republic of Tanzania,p094,Camels husbandry
215,United Republic of Tanzania,p095,"Camelids husbandry, other"
215,United Republic of Tanzania,p096,Rabbits husbandry
215,United Republic of Tanzania,p097,"Rodents husbandry, other"
215,United Republic of Tanzania,p099,Dairy cattle husbandry
215,United Republic of Tanzania,p100,Dairy buffaloes husbandry
215,United Republic of Tanzania,p101,Dairy sheep husbandry
215,United Republic of Tanzania,p102,Dairy goats husbandry
215,United Republic of Tanzania,p103,Dairy camels husbandry
215,United Republic of Tanzania,p104,Cattle slaughtering
215,United Republic of Tanzania,p105,Buffaloes slaughtering
215,United Republic of Tanzania,p106,Sheep slaughtering
215,United Republic of Tanzania,p107,Goat slaughtering
215,United Republic of Tanzania,p108,Pigs slaughtering
215,United Republic of Tanzania,p109,Poultry slaughtering
215,United Republic of Tanzania,p110,Horses slaughtering
215,United Republic of Tanzania,p111,Asses slaughtering
215,United Republic of Tanzania,p112,Mules slaughtering
215,United Republic of Tanzania,p113,Camels slaughtering
215,United Republic of Tanzania,p114,"Camelids slaughtering, other"
215,United Republic of Tanzania,p115,Rabbits slaughtering
215,United Republic of Tanzania,p116,"Rodents slaughtering, other"
215,United Republic of Tanzania,p118,Beekeeping
215,United Republic of Tanzania,p119,Silkworm breeding
215,United Republic of Tanzania,p120,Fishing
216,Thailand,p001,Rice production
216,Thailand,p002,Wheat production
216,Thailand,p003,Barley production
216,Thailand,p004,Maize production
216,Thailand,p005,Rye production
216,Thailand,p006,Oat production
216,Thailand,p007,Millet production
216,Thailand,p008,Sorghum production
216,Thailand,p009,"Cereals production, Other"
216,Thailand,p010,Potatoes  production
216,Thailand,p011,Cassava production
216,Thailand,p012,Sweet potatoes production
216,Thailand,p013,"Roots production, Other"
216,Thailand,p014,Yams production
216,Thailand,p015,Sugar cane production
216,Thailand,p016,Sugar beet production
216,Thailand,p017,Beans production
216,Thailand,p018,Peas production
216,Thailand,p019,"Pulses  production, Other"
216,Thailand,p020,Nuts production
216,Thailand,p021,Soyabeans production
216,Thailand,p022,Groundnuts production
216,Thailand,p023,Sunflower seed production
216,Thailand,p024,Rape and Mustardseed production
216,Thailand,p025,Seed cotton production
216,Thailand,p026,Coconuts production
216,Thailand,p027,Sesame seed production
216,Thailand,p028,Oil palm fruit production
216,Thailand,p029,Olives production
216,Thailand,p030,"Oilcrops production, Other"
216,Thailand,p031,Tomatoes production
216,Thailand,p032,Onions production
216,Thailand,p033,"Vegetables production, Other"
216,Thailand,p034,"Oranges, Mandarines production"
216,Thailand,p035,"Lemons, Limes production"
216,Thailand,p036,Grapefruit production
216,Thailand,p037,"Citrus production, Other"
216,Thailand,p038,Bananas production
216,Thailand,p039,Plantains production
216,Thailand,p040,Apples production
216,Thailand,p041,Pineapples production
216,Thailand,p042,Dates production
216,Thailand,p043,Grapes production
216,Thailand,p044,"Fruits production, Other"
216,Thailand,p045,Coffee production
216,Thailand,p046,Cocoa Beans production
216,Thailand,p047,Tea production
216,Thailand,p048,Hops production
216,Thailand,p049,Pepper production
216,Thailand,p050,Pimento production
216,Thailand,p051,Cloves production
216,Thailand,p052,"Spices production, Other"
216,Thailand,p053,Jute production
216,Thailand,p054,Jute-Like Fibres production
216,Thailand,p055,"Soft-Fibres production, Other"
216,Thailand,p056,Sisal production
216,Thailand,p057,Abaca production
216,Thailand,p058,"Hard Fibres production, Other"
216,Thailand,p059,Tobacco production
216,Thailand,p060,Rubber production
216,Thailand,p061,Fodder crops production
216,Thailand,p062,Grazing production
216,Thailand,p063,Cotton production
216,Thailand,p064,"Sugar production, non-centrifugal"
216,Thailand,p065,Sugar production
216,Thailand,p066,"Sweeteners production, Other"
216,Thailand,p067,Soyabean Oil extraction
216,Thailand,p068,Groundnut Oil extraction
216,Thailand,p069,Sunflowerseed Oil extraction
216,Thailand,p070,Rape and Mustard Oil extraction
216,Thailand,p071,Cottonseed Oil extraction
216,Thailand,p072,Palmkernel Oil extraction
216,Thailand,p073,Palm Oil production
216,Thailand,p074,Coconut Oil extraction
216,Thailand,p075,Sesameseed Oil extraction
216,Thailand,p076,Olive Oil extraction
216,Thailand,p077,Ricebran Oil extraction
216,Thailand,p078,Maize Germ Oil extraction
216,Thailand,p079,"Oilcrops Oil extraction, Other"
216,Thailand,p080,Wine production
216,Thailand,p081,Beer production
216,Thailand,p082,"Beverages production, Fermented"
216,Thailand,p083,"Beverages production, Alcoholic"
216,Thailand,p084,"Alcohol production, Non-Food"
216,Thailand,p085,Cattle husbandry
216,Thailand,p086,Buffaloes husbandry
216,Thailand,p087,Sheep husbandry
216,Thailand,p088,Goats husbandry
216,Thailand,p089,Pigs farming
216,Thailand,p090,Poultry Birds farming
216,Thailand,p091,Horses husbandry
216,Thailand,p092,Asses husbandry
216,Thailand,p093,Mules husbandry
216,Thailand,p094,Camels husbandry
216,Thailand,p095,"Camelids husbandry, other"
216,Thailand,p096,Rabbits husbandry
216,Thailand,p097,"Rodents husbandry, other"
216,Thailand,p099,Dairy cattle husbandry
216,Thailand,p100,Dairy buffaloes husbandry
216,Thailand,p101,Dairy sheep husbandry
216,Thailand,p102,Dairy goats husbandry
216,Thailand,p103,Dairy camels husbandry
216,Thailand,p104,Cattle slaughtering
216,Thailand,p105,Buffaloes slaughtering
216,Thailand,p106,Sheep slaughtering
216,Thailand,p107,Goat slaughtering
216,Thailand,p108,Pigs slaughtering
216,Thailand,p109,Poultry slaughtering
216,Thailand,p110,Horses slaughtering
216,Thailand,p111,Asses slaughtering
216,Thailand,p112,Mules slaughtering
216,Thailand,p113,Camels slaughtering
216,Thailand,p114,"Camelids slaughtering, other"
216,Thailand,p115,Rabbits slaughtering
216,Thailand,p116,"Rodents slaughtering, other"
216,Thailand,p118,Beekeeping
216,Thailand,p119,Silkworm breeding
216,Thailand,p120,Fishing
217,Togo,p001,Rice production
217,Togo,p002,Wheat production
217,Togo,p003,Barley production
217,Togo,p004,Maize production
217,Togo,p005,Rye production
217,Togo,p006,Oat production
217,Togo,p007,Millet production
217,Togo,p008,Sorghum production
217,Togo,p009,"Cereals production, Other"
217,Togo,p010,Potatoes  production
217,Togo,p011,Cassava production
217,Togo,p012,Sweet potatoes production
217,Togo,p013,"Roots production, Other"
217,Togo,p014,Yams production
217,Togo,p015,Sugar cane production
217,Togo,p016,Sugar beet production
217,Togo,p017,Beans production
217,Togo,p018,Peas production
217,Togo,p019,"Pulses  production, Other"
217,Togo,p020,Nuts production
217,Togo,p021,Soyabeans production
217,Togo,p022,Groundnuts production
217,Togo,p023,Sunflower seed production
217,Togo,p024,Rape and Mustardseed production
217,Togo,p025,Seed cotton production
217,Togo,p026,Coconuts production
217,Togo,p027,Sesame seed production
217,Togo,p028,Oil palm fruit production
217,Togo,p029,Olives production
217,Togo,p030,"Oilcrops production, Other"
217,Togo,p031,Tomatoes production
217,Togo,p032,Onions production
217,Togo,p033,"Vegetables production, Other"
217,Togo,p034,"Oranges, Mandarines production"
217,Togo,p035,"Lemons, Limes production"
217,Togo,p036,Grapefruit production
217,Togo,p037,"Citrus production, Other"
217,Togo,p038,Bananas production
217,Togo,p039,Plantains production
217,Togo,p040,Apples production
217,Togo,p041,Pineapples production
217,Togo,p042,Dates production
217,Togo,p043,Grapes production
217,Togo,p044,"Fruits production, Other"
217,Togo,p045,Coffee production
217,Togo,p046,Cocoa Beans production
217,Togo,p047,Tea production
217,Togo,p048,Hops production
217,Togo,p049,Pepper production
217,Togo,p050,Pimento production
217,Togo,p051,Cloves production
217,Togo,p052,"Spices production, Other"
217,Togo,p053,Jute production
217,Togo,p054,Jute-Like Fibres production
217,Togo,p055,"Soft-Fibres production, Other"
217,Togo,p056,Sisal production
217,Togo,p057,Abaca production
217,Togo,p058,"Hard Fibres production, Other"
217,Togo,p059,Tobacco production
217,Togo,p060,Rubber production
217,Togo,p061,Fodder crops production
217,Togo,p062,Grazing production
217,Togo,p063,Cotton production
217,Togo,p064,"Sugar production, non-centrifugal"
217,Togo,p065,Sugar production
217,Togo,p066,"Sweeteners production, Other"
217,Togo,p067,Soyabean Oil extraction
217,Togo,p068,Groundnut Oil extraction
217,Togo,p069,Sunflowerseed Oil extraction
217,Togo,p070,Rape and Mustard Oil extraction
217,Togo,p071,Cottonseed Oil extraction
217,Togo,p072,Palmkernel Oil extraction
217,Togo,p073,Palm Oil production
217,Togo,p074,Coconut Oil extraction
217,Togo,p075,Sesameseed Oil extraction
217,Togo,p076,Olive Oil extraction
217,Togo,p077,Ricebran Oil extraction
217,Togo,p078,Maize Germ Oil extraction
217,Togo,p079,"Oilcrops Oil extraction, Other"
217,Togo,p080,Wine production
217,Togo,p081,Beer production
217,Togo,p082,"Beverages production, Fermented"
217,Togo,p083,"Beverages production, Alcoholic"
217,Togo,p084,"Alcohol production, Non-Food"
217,Togo,p085,Cattle husbandry
217,Togo,p086,Buffaloes husbandry
217,Togo,p087,Sheep husbandry
217,Togo,p088,Goats husbandry
217,Togo,p089,Pigs farming
217,Togo,p090,Poultry Birds farming
217,Togo,p091,Horses husbandry
217,Togo,p092,Asses husbandry
217,Togo,p093,Mules husbandry
217,Togo,p094,Camels husbandry
217,Togo,p095,"Camelids husbandry, other"
217,Togo,p096,Rabbits husbandry
217,Togo,p097,"Rodents husbandry, other"
217,Togo,p099,Dairy cattle husbandry
217,Togo,p100,Dairy buffaloes husbandry
217,Togo,p101,Dairy sheep husbandry
217,Togo,p102,Dairy goats husbandry
217,Togo,p103,Dairy camels husbandry
217,Togo,p104,Cattle slaughtering
217,Togo,p105,Buffaloes slaughtering
217,Togo,p106,Sheep slaughtering
217,Togo,p107,Goat slaughtering
217,Togo,p108,Pigs slaughtering
217,Togo,p109,Poultry slaughtering
217,Togo,p110,Horses slaughtering
217,Togo,p111,Asses slaughtering
217,Togo,p112,Mules slaughtering
217,Togo,p113,Camels slaughtering
217,Togo,p114,"Camelids slaughtering, other"
217,Togo,p115,Rabbits slaughtering
217,Togo,p116,"Rodents slaughtering, other"
217,Togo,p118,Beekeeping
217,Togo,p119,Silkworm breeding
217,Togo,p120,Fishing
220,Trinidad and Tobago,p001,Rice production
220,Trinidad and Tobago,p002,Wheat production
220,Trinidad and Tobago,p003,Barley production
220,Trinidad and Tobago,p004,Maize production
220,Trinidad and Tobago,p005,Rye production
220,Trinidad and Tobago,p006,Oat production
220,Trinidad and Tobago,p007,Millet production
220,Trinidad and Tobago,p008,Sorghum production
220,Trinidad and Tobago,p009,"Cereals production, Other"
220,Trinidad and Tobago,p010,Potatoes  production
220,Trinidad and Tobago,p011,Cassava production
220,Trinidad and Tobago,p012,Sweet potatoes production
220,Trinidad and Tobago,p013,"Roots production, Other"
220,Trinidad and Tobago,p014,Yams production
220,Trinidad and Tobago,p015,Sugar cane production
220,Trinidad and Tobago,p016,Sugar beet production
220,Trinidad and Tobago,p017,Beans production
220,Trinidad and Tobago,p018,Peas production
220,Trinidad and Tobago,p019,"Pulses  production, Other"
220,Trinidad and Tobago,p020,Nuts production
220,Trinidad and Tobago,p021,Soyabeans production
220,Trinidad and Tobago,p022,Groundnuts production
220,Trinidad and Tobago,p023,Sunflower seed production
220,Trinidad and Tobago,p024,Rape and Mustardseed production
220,Trinidad and Tobago,p025,Seed cotton production
220,Trinidad and Tobago,p026,Coconuts production
220,Trinidad and Tobago,p027,Sesame seed production
220,Trinidad and Tobago,p028,Oil palm fruit production
220,Trinidad and Tobago,p029,Olives production
220,Trinidad and Tobago,p030,"Oilcrops production, Other"
220,Trinidad and Tobago,p031,Tomatoes production
220,Trinidad and Tobago,p032,Onions production
220,Trinidad and Tobago,p033,"Vegetables production, Other"
220,Trinidad and Tobago,p034,"Oranges, Mandarines production"
220,Trinidad and Tobago,p035,"Lemons, Limes production"
220,Trinidad and Tobago,p036,Grapefruit production
220,Trinidad and Tobago,p037,"Citrus production, Other"
220,Trinidad and Tobago,p038,Bananas production
220,Trinidad and Tobago,p039,Plantains production
220,Trinidad and Tobago,p040,Apples production
220,Trinidad and Tobago,p041,Pineapples production
220,Trinidad and Tobago,p042,Dates production
220,Trinidad and Tobago,p043,Grapes production
220,Trinidad and Tobago,p044,"Fruits production, Other"
220,Trinidad and Tobago,p045,Coffee production
220,Trinidad and Tobago,p046,Cocoa Beans production
220,Trinidad and Tobago,p047,Tea production
220,Trinidad and Tobago,p048,Hops production
220,Trinidad and Tobago,p049,Pepper production
220,Trinidad and Tobago,p050,Pimento production
220,Trinidad and Tobago,p051,Cloves production
220,Trinidad and Tobago,p052,"Spices production, Other"
220,Trinidad and Tobago,p053,Jute production
220,Trinidad and Tobago,p054,Jute-Like Fibres production
220,Trinidad and Tobago,p055,"Soft-Fibres production, Other"
220,Trinidad and Tobago,p056,Sisal production
220,Trinidad and Tobago,p057,Abaca production
220,Trinidad and Tobago,p058,"Hard Fibres production, Other"
220,Trinidad and Tobago,p059,Tobacco production
220,Trinidad and Tobago,p060,Rubber production
220,Trinidad and Tobago,p061,Fodder crops production
220,Trinidad and Tobago,p062,Grazing production
220,Trinidad and Tobago,p063,Cotton production
220,Trinidad and Tobago,p064,"Sugar production, non-centrifugal"
220,Trinidad and Tobago,p065,Sugar production
220,Trinidad and Tobago,p066,"Sweeteners production, Other"
220,Trinidad and Tobago,p067,Soyabean Oil extraction
220,Trinidad and Tobago,p068,Groundnut Oil extraction
220,Trinidad and Tobago,p069,Sunflowerseed Oil extraction
220,Trinidad and Tobago,p070,Rape and Mustard Oil extraction
220,Trinidad and Tobago,p071,Cottonseed Oil extraction
220,Trinidad and Tobago,p072,Palmkernel Oil extraction
220,Trinidad and Tobago,p073,Palm Oil production
220,Trinidad and Tobago,p074,Coconut Oil extraction
220,Trinidad and Tobago,p075,Sesameseed Oil extraction
220,Trinidad and Tobago,p076,Olive Oil extraction
220,Trinidad and Tobago,p077,Ricebran Oil extraction
220,Trinidad and Tobago,p078,Maize Germ Oil extraction
220,Trinidad and Tobago,p079,"Oilcrops Oil extraction, Other"
220,Trinidad and Tobago,p080,Wine production
220,Trinidad and Tobago,p081,Beer production
220,Trinidad and Tobago,p082,"Beverages production, Fermented"
220,Trinidad and Tobago,p083,"Beverages production, Alcoholic"
220,Trinidad and Tobago,p084,"Alcohol production, Non-Food"
220,Trinidad and Tobago,p085,Cattle husbandry
220,Trinidad and Tobago,p086,Buffaloes husbandry
220,Trinidad and Tobago,p087,Sheep husbandry
220,Trinidad and Tobago,p088,Goats husbandry
220,Trinidad and Tobago,p089,Pigs farming
220,Trinidad and Tobago,p090,Poultry Birds farming
220,Trinidad and Tobago,p091,Horses husbandry
220,Trinidad and Tobago,p092,Asses husbandry
220,Trinidad and Tobago,p093,Mules husbandry
220,Trinidad and Tobago,p094,Camels husbandry
220,Trinidad and Tobago,p095,"Camelids husbandry, other"
220,Trinidad and Tobago,p096,Rabbits husbandry
220,Trinidad and Tobago,p097,"Rodents husbandry, other"
220,Trinidad and Tobago,p099,Dairy cattle husbandry
220,Trinidad and Tobago,p100,Dairy buffaloes husbandry
220,Trinidad and Tobago,p101,Dairy sheep husbandry
220,Trinidad and Tobago,p102,Dairy goats husbandry
220,Trinidad and Tobago,p103,Dairy camels husbandry
220,Trinidad and Tobago,p104,Cattle slaughtering
220,Trinidad and Tobago,p105,Buffaloes slaughtering
220,Trinidad and Tobago,p106,Sheep slaughtering
220,Trinidad and Tobago,p107,Goat slaughtering
220,Trinidad and Tobago,p108,Pigs slaughtering
220,Trinidad and Tobago,p109,Poultry slaughtering
220,Trinidad and Tobago,p110,Horses slaughtering
220,Trinidad and Tobago,p111,Asses slaughtering
220,Trinidad and Tobago,p112,Mules slaughtering
220,Trinidad and Tobago,p113,Camels slaughtering
220,Trinidad and Tobago,p114,"Camelids slaughtering, other"
220,Trinidad and Tobago,p115,Rabbits slaughtering
220,Trinidad and Tobago,p116,"Rodents slaughtering, other"
220,Trinidad and Tobago,p118,Beekeeping
220,Trinidad and Tobago,p119,Silkworm breeding
220,Trinidad and Tobago,p120,Fishing
221,Oman,p001,Rice production
221,Oman,p002,Wheat production
221,Oman,p003,Barley production
221,Oman,p004,Maize production
221,Oman,p005,Rye production
221,Oman,p006,Oat production
221,Oman,p007,Millet production
221,Oman,p008,Sorghum production
221,Oman,p009,"Cereals production, Other"
221,Oman,p010,Potatoes  production
221,Oman,p011,Cassava production
221,Oman,p012,Sweet potatoes production
221,Oman,p013,"Roots production, Other"
221,Oman,p014,Yams production
221,Oman,p015,Sugar cane production
221,Oman,p016,Sugar beet production
221,Oman,p017,Beans production
221,Oman,p018,Peas production
221,Oman,p019,"Pulses  production, Other"
221,Oman,p020,Nuts production
221,Oman,p021,Soyabeans production
221,Oman,p022,Groundnuts production
221,Oman,p023,Sunflower seed production
221,Oman,p024,Rape and Mustardseed production
221,Oman,p025,Seed cotton production
221,Oman,p026,Coconuts production
221,Oman,p027,Sesame seed production
221,Oman,p028,Oil palm fruit production
221,Oman,p029,Olives production
221,Oman,p030,"Oilcrops production, Other"
221,Oman,p031,Tomatoes production
221,Oman,p032,Onions production
221,Oman,p033,"Vegetables production, Other"
221,Oman,p034,"Oranges, Mandarines production"
221,Oman,p035,"Lemons, Limes production"
221,Oman,p036,Grapefruit production
221,Oman,p037,"Citrus production, Other"
221,Oman,p038,Bananas production
221,Oman,p039,Plantains production
221,Oman,p040,Apples production
221,Oman,p041,Pineapples production
221,Oman,p042,Dates production
221,Oman,p043,Grapes production
221,Oman,p044,"Fruits production, Other"
221,Oman,p045,Coffee production
221,Oman,p046,Cocoa Beans production
221,Oman,p047,Tea production
221,Oman,p048,Hops production
221,Oman,p049,Pepper production
221,Oman,p050,Pimento production
221,Oman,p051,Cloves production
221,Oman,p052,"Spices production, Other"
221,Oman,p053,Jute production
221,Oman,p054,Jute-Like Fibres production
221,Oman,p055,"Soft-Fibres production, Other"
221,Oman,p056,Sisal production
221,Oman,p057,Abaca production
221,Oman,p058,"Hard Fibres production, Other"
221,Oman,p059,Tobacco production
221,Oman,p060,Rubber production
221,Oman,p061,Fodder crops production
221,Oman,p062,Grazing production
221,Oman,p063,Cotton production
221,Oman,p064,"Sugar production, non-centrifugal"
221,Oman,p065,Sugar production
221,Oman,p066,"Sweeteners production, Other"
221,Oman,p067,Soyabean Oil extraction
221,Oman,p068,Groundnut Oil extraction
221,Oman,p069,Sunflowerseed Oil extraction
221,Oman,p070,Rape and Mustard Oil extraction
221,Oman,p071,Cottonseed Oil extraction
221,Oman,p072,Palmkernel Oil extraction
221,Oman,p073,Palm Oil production
221,Oman,p074,Coconut Oil extraction
221,Oman,p075,Sesameseed Oil extraction
221,Oman,p076,Olive Oil extraction
221,Oman,p077,Ricebran Oil extraction
221,Oman,p078,Maize Germ Oil extraction
221,Oman,p079,"Oilcrops Oil extraction, Other"
221,Oman,p080,Wine production
221,Oman,p081,Beer production
221,Oman,p082,"Beverages production, Fermented"
221,Oman,p083,"Beverages production, Alcoholic"
221,Oman,p084,"Alcohol production, Non-Food"
221,Oman,p085,Cattle husbandry
221,Oman,p086,Buffaloes husbandry
221,Oman,p087,Sheep husbandry
221,Oman,p088,Goats husbandry
221,Oman,p089,Pigs farming
221,Oman,p090,Poultry Birds farming
221,Oman,p091,Horses husbandry
221,Oman,p092,Asses husbandry
221,Oman,p093,Mules husbandry
221,Oman,p094,Camels husbandry
221,Oman,p095,"Camelids husbandry, other"
221,Oman,p096,Rabbits husbandry
221,Oman,p097,"Rodents husbandry, other"
221,Oman,p099,Dairy cattle husbandry
221,Oman,p100,Dairy buffaloes husbandry
221,Oman,p101,Dairy sheep husbandry
221,Oman,p102,Dairy goats husbandry
221,Oman,p103,Dairy camels husbandry
221,Oman,p104,Cattle slaughtering
221,Oman,p105,Buffaloes slaughtering
221,Oman,p106,Sheep slaughtering
221,Oman,p107,Goat slaughtering
221,Oman,p108,Pigs slaughtering
221,Oman,p109,Poultry slaughtering
221,Oman,p110,Horses slaughtering
221,Oman,p111,Asses slaughtering
221,Oman,p112,Mules slaughtering
221,Oman,p113,Camels slaughtering
221,Oman,p114,"Camelids slaughtering, other"
221,Oman,p115,Rabbits slaughtering
221,Oman,p116,"Rodents slaughtering, other"
221,Oman,p118,Beekeeping
221,Oman,p119,Silkworm breeding
221,Oman,p120,Fishing
222,Tunisia,p001,Rice production
222,Tunisia,p002,Wheat production
222,Tunisia,p003,Barley production
222,Tunisia,p004,Maize production
222,Tunisia,p005,Rye production
222,Tunisia,p006,Oat production
222,Tunisia,p007,Millet production
222,Tunisia,p008,Sorghum production
222,Tunisia,p009,"Cereals production, Other"
222,Tunisia,p010,Potatoes  production
222,Tunisia,p011,Cassava production
222,Tunisia,p012,Sweet potatoes production
222,Tunisia,p013,"Roots production, Other"
222,Tunisia,p014,Yams production
222,Tunisia,p015,Sugar cane production
222,Tunisia,p016,Sugar beet production
222,Tunisia,p017,Beans production
222,Tunisia,p018,Peas production
222,Tunisia,p019,"Pulses  production, Other"
222,Tunisia,p020,Nuts production
222,Tunisia,p021,Soyabeans production
222,Tunisia,p022,Groundnuts production
222,Tunisia,p023,Sunflower seed production
222,Tunisia,p024,Rape and Mustardseed production
222,Tunisia,p025,Seed cotton production
222,Tunisia,p026,Coconuts production
222,Tunisia,p027,Sesame seed production
222,Tunisia,p028,Oil palm fruit production
222,Tunisia,p029,Olives production
222,Tunisia,p030,"Oilcrops production, Other"
222,Tunisia,p031,Tomatoes production
222,Tunisia,p032,Onions production
222,Tunisia,p033,"Vegetables production, Other"
222,Tunisia,p034,"Oranges, Mandarines production"
222,Tunisia,p035,"Lemons, Limes production"
222,Tunisia,p036,Grapefruit production
222,Tunisia,p037,"Citrus production, Other"
222,Tunisia,p038,Bananas production
222,Tunisia,p039,Plantains production
222,Tunisia,p040,Apples production
222,Tunisia,p041,Pineapples production
222,Tunisia,p042,Dates production
222,Tunisia,p043,Grapes production
222,Tunisia,p044,"Fruits production, Other"
222,Tunisia,p045,Coffee production
222,Tunisia,p046,Cocoa Beans production
222,Tunisia,p047,Tea production
222,Tunisia,p048,Hops production
222,Tunisia,p049,Pepper production
222,Tunisia,p050,Pimento production
222,Tunisia,p051,Cloves production
222,Tunisia,p052,"Spices production, Other"
222,Tunisia,p053,Jute production
222,Tunisia,p054,Jute-Like Fibres production
222,Tunisia,p055,"Soft-Fibres production, Other"
222,Tunisia,p056,Sisal production
222,Tunisia,p057,Abaca production
222,Tunisia,p058,"Hard Fibres production, Other"
222,Tunisia,p059,Tobacco production
222,Tunisia,p060,Rubber production
222,Tunisia,p061,Fodder crops production
222,Tunisia,p062,Grazing production
222,Tunisia,p063,Cotton production
222,Tunisia,p064,"Sugar production, non-centrifugal"
222,Tunisia,p065,Sugar production
222,Tunisia,p066,"Sweeteners production, Other"
222,Tunisia,p067,Soyabean Oil extraction
222,Tunisia,p068,Groundnut Oil extraction
222,Tunisia,p069,Sunflowerseed Oil extraction
222,Tunisia,p070,Rape and Mustard Oil extraction
222,Tunisia,p071,Cottonseed Oil extraction
222,Tunisia,p072,Palmkernel Oil extraction
222,Tunisia,p073,Palm Oil production
222,Tunisia,p074,Coconut Oil extraction
222,Tunisia,p075,Sesameseed Oil extraction
222,Tunisia,p076,Olive Oil extraction
222,Tunisia,p077,Ricebran Oil extraction
222,Tunisia,p078,Maize Germ Oil extraction
222,Tunisia,p079,"Oilcrops Oil extraction, Other"
222,Tunisia,p080,Wine production
222,Tunisia,p081,Beer production
222,Tunisia,p082,"Beverages production, Fermented"
222,Tunisia,p083,"Beverages production, Alcoholic"
222,Tunisia,p084,"Alcohol production, Non-Food"
222,Tunisia,p085,Cattle husbandry
222,Tunisia,p086,Buffaloes husbandry
222,Tunisia,p087,Sheep husbandry
222,Tunisia,p088,Goats husbandry
222,Tunisia,p089,Pigs farming
222,Tunisia,p090,Poultry Birds farming
222,Tunisia,p091,Horses husbandry
222,Tunisia,p092,Asses husbandry
222,Tunisia,p093,Mules husbandry
222,Tunisia,p094,Camels husbandry
222,Tunisia,p095,"Camelids husbandry, other"
222,Tunisia,p096,Rabbits husbandry
222,Tunisia,p097,"Rodents husbandry, other"
222,Tunisia,p099,Dairy cattle husbandry
222,Tunisia,p100,Dairy buffaloes husbandry
222,Tunisia,p101,Dairy sheep husbandry
222,Tunisia,p102,Dairy goats husbandry
222,Tunisia,p103,Dairy camels husbandry
222,Tunisia,p104,Cattle slaughtering
222,Tunisia,p105,Buffaloes slaughtering
222,Tunisia,p106,Sheep slaughtering
222,Tunisia,p107,Goat slaughtering
222,Tunisia,p108,Pigs slaughtering
222,Tunisia,p109,Poultry slaughtering
222,Tunisia,p110,Horses slaughtering
222,Tunisia,p111,Asses slaughtering
222,Tunisia,p112,Mules slaughtering
222,Tunisia,p113,Camels slaughtering
222,Tunisia,p114,"Camelids slaughtering, other"
222,Tunisia,p115,Rabbits slaughtering
222,Tunisia,p116,"Rodents slaughtering, other"
222,Tunisia,p118,Beekeeping
222,Tunisia,p119,Silkworm breeding
222,Tunisia,p120,Fishing
223,Turkey,p001,Rice production
223,Turkey,p002,Wheat production
223,Turkey,p003,Barley production
223,Turkey,p004,Maize production
223,Turkey,p005,Rye production
223,Turkey,p006,Oat production
223,Turkey,p007,Millet production
223,Turkey,p008,Sorghum production
223,Turkey,p009,"Cereals production, Other"
223,Turkey,p010,Potatoes  production
223,Turkey,p011,Cassava production
223,Turkey,p012,Sweet potatoes production
223,Turkey,p013,"Roots production, Other"
223,Turkey,p014,Yams production
223,Turkey,p015,Sugar cane production
223,Turkey,p016,Sugar beet production
223,Turkey,p017,Beans production
223,Turkey,p018,Peas production
223,Turkey,p019,"Pulses  production, Other"
223,Turkey,p020,Nuts production
223,Turkey,p021,Soyabeans production
223,Turkey,p022,Groundnuts production
223,Turkey,p023,Sunflower seed production
223,Turkey,p024,Rape and Mustardseed production
223,Turkey,p025,Seed cotton production
223,Turkey,p026,Coconuts production
223,Turkey,p027,Sesame seed production
223,Turkey,p028,Oil palm fruit production
223,Turkey,p029,Olives production
223,Turkey,p030,"Oilcrops production, Other"
223,Turkey,p031,Tomatoes production
223,Turkey,p032,Onions production
223,Turkey,p033,"Vegetables production, Other"
